gene_id,regulation,tissue_id
10657,AdG,1891
1643,AdG,1893
55658,AdG,1896
2993,AdG,2240
23216,AdG,1893
90592,AdG,955
84518,AdG,1896
23304,AdG,2240
6464,AdG,955
259,AdG,955
3655,AdG,2037
10565,AdG,1896
3931,AdG,955
9508,AdG,955
28960,AdG,2240
2167,AdG,2240
1806,AdG,1896
2264,AdG,1893
25904,AdG,955
151195,AdG,955
55783,AdG,2037
3385,AdG,2240
2998,AdG,1893
8530,AdG,1896
8821,AdG,955
341568,AdG,2037
100132074,AdG,1896
284992,AdG,1896
158158,AdG,2037
1729,AdG,955
5652,AdG,1891
124454,AdG,2240
7356,AdG,2037
9129,AdG,1891
153,AdG,2240
2580,AdG,1896
64333,AdG,955
89122,AdG,955
63946,AdG,1891
2289,AdG,2240
23526,AdG,1893
55707,AdG,955
1259,AdG,955
10172,AdG,1891
5927,AdG,2240
6342,AdG,1891
84461,AdG,2240
54967,AdG,2037
53827,AdG,955
7068,AdG,2240
976,AdG,2240
29895,AdG,955
368,AdG,955
3216,AdG,2037
6490,AdG,955
725,AdG,1893
127255,AdG,1891
80830,AdG,1891
94103,AdG,955
338661,AdG,1891
54510,AdG,1896
27131,AdG,1891
8692,AdG,1893
375307,AdG,2037
5502,AdG,2037
962,AdG,1896
51634,AdG,955
7357,AdG,1891
122664,AdG,2240
83953,AdG,955
83758,AdG,955
27240,AdG,2240
3566,AdG,2037
4066,AdG,1893
124565,AdG,1896
127495,AdG,2240
841,AdG,1896
2868,AdG,1893
6830,AdG,2240
317749,AdG,2037
23155,AdG,1891
374973,AdG,2240
6135,AdG,1893
81502,AdG,955
9261,AdG,1896
23109,AdG,1896
7866,AdG,1896
54617,AdG,1896
79668,AdG,1896
3718,AdG,2240
4332,AdG,2037
5768,AdG,1891
1413,AdG,2037
10561,AdG,955
51542,AdG,2240
26233,AdG,955
3855,AdG,2240
9824,AdG,955
4357,AdG,1893
51460,AdG,1893
2232,AdG,2240
28968,AdG,1891
1366,AdG,1893
270,AdG,955
55614,AdG,955
7016,AdG,2240
118788,AdG,955
93349,AdG,2037
28511,AdG,1893
167838,AdG,1896
25798,AdG,2037
9697,AdG,1896
83447,AdG,2240
2207,AdG,955
963,AdG,955
26020,AdG,955
2120,AdG,2037
2162,AdG,1896
6913,AdG,1896
163590,AdG,1896
11055,AdG,2240
85509,AdG,1891
102724536,AdG,2037
27343,AdG,1893
5023,AdG,1891
4775,AdG,1891
790,AdG,955
64097,AdG,2240
57158,AdG,1896
9188,AdG,1891
23650,AdG,1896
9577,AdG,1891
23627,AdG,1891
824,AdG,1891
388364,AdG,2037
175,AdG,2037
587,AdG,1891
23353,AdG,1896
90353,AdG,955
9121,AdG,1891
7204,AdG,2240
2841,AdG,955
83879,AdG,1891
54766,AdG,1891
150696,AdG,955
51281,AdG,1891
7100,AdG,2037
1635,AdG,2037
6445,AdG,2240
4792,AdG,955
9275,AdG,2240
80157,AdG,1896
7490,AdG,1891
5500,AdG,1896
727837,AdG,2037
9502,AdG,955
38,AdG,1891
72,AdG,1896
2519,AdG,955
132954,AdG,2240
3913,AdG,2240
9235,AdG,1893
50853,AdG,1896
9260,AdG,1893
1277,AdG,1896
8654,AdG,2240
140901,AdG,1891
80185,AdG,955
254102,AdG,1896
374897,AdG,1891
55970,AdG,955
57188,AdG,1893
32,AdG,1893
2274,AdG,1896
947,AdG,1896
1644,AdG,1893
3952,AdG,2240
55876,AdG,2240
11117,AdG,2240
389541,AdG,955
51816,AdG,1893
27440,AdG,1896
11196,AdG,1893
1511,AdG,2240
5576,AdG,1896
23279,AdG,1896
203427,AdG,2240
23729,AdG,1891
302,AdG,2037
7852,AdG,1896
2712,AdG,2240
51100,AdG,1891
55534,AdG,955
8581,AdG,1896
51259,AdG,1896
7414,AdG,1893
28234,AdG,2037
11054,AdG,2240
126,AdG,1896
1195,AdG,955
8796,AdG,2037
60686,AdG,955
3222,AdG,955
64089,AdG,955
92906,AdG,1896
3284,AdG,955
10586,AdG,1893
8692,AdG,1896
4956,AdG,2037
55650,AdG,2037
3155,AdG,1893
1503,AdG,2037
1466,AdG,2037
57147,AdG,1891
283150,AdG,2037
25865,AdG,955
340273,AdG,2037
4289,AdG,1891
859,AdG,1893
317719,AdG,1891
29889,AdG,1891
255762,AdG,2240
126859,AdG,1896
8743,AdG,2240
84033,AdG,955
6924,AdG,1891
51429,AdG,2037
115572,AdG,1891
1201,AdG,955
4173,AdG,1893
112950,AdG,1896
9749,AdG,1896
3861,AdG,1893
113220,AdG,2037
11023,AdG,2037
2132,AdG,1896
6122,AdG,1896
84313,AdG,2037
3485,AdG,1891
256364,AdG,1891
284058,AdG,955
5894,AdG,955
170954,AdG,1891
6273,AdG,2240
11001,AdG,1893
84182,AdG,955
171177,AdG,1891
10190,AdG,2037
84944,AdG,2037
7592,AdG,955
10665,AdG,1896
55627,AdG,955
1743,AdG,1896
6356,AdG,2037
3934,AdG,2037
3273,AdG,1896
5933,AdG,955
11059,AdG,955
126432,AdG,955
6877,AdG,2240
6608,AdG,1896
84617,AdG,1891
51179,AdG,2037
54539,AdG,2240
83604,AdG,1891
11138,AdG,1893
26,AdG,955
4790,AdG,1891
23193,AdG,2037
7581,AdG,955
374,AdG,2037
3699,AdG,955
5446,AdG,1893
84689,AdG,2037
8519,AdG,955
8743,AdG,2037
7225,AdG,955
55194,AdG,1891
27235,AdG,2037
10519,AdG,1896
51530,AdG,2240
84552,AdG,1891
6241,AdG,1891
257106,AdG,1891
400258,AdG,2240
2961,AdG,1896
3939,AdG,955
57535,AdG,1896
2117,AdG,1896
63976,AdG,1896
56916,AdG,955
54932,AdG,2240
7090,AdG,1891
1769,AdG,1891
2316,AdG,955
128553,AdG,1891
9889,AdG,955
54929,AdG,2240
7589,AdG,2240
10455,AdG,1896
23452,AdG,1891
10044,AdG,1891
64787,AdG,1891
10195,AdG,2240
54963,AdG,1896
48,AdG,2240
92241,AdG,955
196527,AdG,1896
57621,AdG,955
5537,AdG,1893
5051,AdG,2037
54558,AdG,2240
1376,AdG,1893
914,AdG,2240
51117,AdG,1896
54920,AdG,955
121441,AdG,1891
55215,AdG,1896
26098,AdG,1896
9425,AdG,1896
132671,AdG,955
8646,AdG,2240
2799,AdG,1891
23476,AdG,1891
6510,AdG,1891
4688,AdG,2037
10781,AdG,1891
9562,AdG,1896
9533,AdG,1896
65065,AdG,1891
30834,AdG,1896
9321,AdG,1891
116150,AdG,1891
3712,AdG,2037
360,AdG,1893
871,AdG,1896
6925,AdG,1891
6929,AdG,1896
171177,AdG,1896
3993,AdG,955
9702,AdG,1891
4296,AdG,1893
1558,AdG,2037
7874,AdG,1891
23119,AdG,2240
3485,AdG,1893
60489,AdG,1893
3587,AdG,2037
9274,AdG,2240
1359,AdG,1896
25989,AdG,955
8030,AdG,1896
115811,AdG,1896
967,AdG,1896
54890,AdG,955
3158,AdG,1891
59348,AdG,1891
84232,AdG,1896
9149,AdG,955
10043,AdG,2240
57662,AdG,1896
7919,AdG,2240
6137,AdG,1893
642,AdG,2240
8664,AdG,955
8076,AdG,955
80216,AdG,2240
5967,AdG,1891
26261,AdG,1896
55768,AdG,2240
84649,AdG,1891
5606,AdG,955
3549,AdG,955
35,AdG,2240
54492,AdG,955
162073,AdG,2240
79822,AdG,2240
2130,AdG,1891
3703,AdG,1896
8451,AdG,1896
4837,AdG,1891
10990,AdG,955
1075,AdG,2037
126382,AdG,955
1112,AdG,2240
26608,AdG,2037
1729,AdG,1893
6772,AdG,2037
80790,AdG,2240
10109,AdG,1893
6697,AdG,1891
25816,AdG,2037
10901,AdG,955
4688,AdG,1891
7180,AdG,1896
9112,AdG,1891
51204,AdG,2240
2149,AdG,1896
374462,AdG,955
8427,AdG,2240
976,AdG,2037
10410,AdG,1893
26253,AdG,1891
58510,AdG,2037
10956,AdG,1893
7307,AdG,1893
6705,AdG,955
8412,AdG,955
727,AdG,1893
2701,AdG,2240
54922,AdG,1896
7699,AdG,955
5239,AdG,1891
51526,AdG,2240
3678,AdG,1896
390916,AdG,1896
83608,AdG,1896
1315,AdG,1896
24145,AdG,955
25959,AdG,1896
919,AdG,955
23543,AdG,2240
57211,AdG,1891
54103,AdG,1891
1364,AdG,955
85438,AdG,955
79674,AdG,955
199,AdG,955
203245,AdG,955
23062,AdG,1896
103910,AdG,1896
64743,AdG,1896
100423062,AdG,2037
8904,AdG,1896
51056,AdG,1893
10562,AdG,1891
1013,AdG,2240
133584,AdG,955
56999,AdG,2037
9914,AdG,1893
9314,AdG,955
64135,AdG,1896
8536,AdG,2240
55033,AdG,2240
374454,AdG,1891
1141,AdG,2240
283489,AdG,2240
58472,AdG,2037
1611,AdG,2037
222658,AdG,1891
4928,AdG,1893
5784,AdG,2037
54989,AdG,955
1289,AdG,1896
26472,AdG,955
3840,AdG,1896
387695,AdG,2037
135886,AdG,2037
1429,AdG,1893
729,AdG,1893
715,AdG,955
1734,AdG,2240
29952,AdG,955
113115,AdG,955
8459,AdG,2240
116535,AdG,1896
84518,AdG,2240
84232,AdG,955
1557,AdG,2037
397,AdG,1893
51004,AdG,2240
29999,AdG,2240
10113,AdG,1891
8545,AdG,2240
4242,AdG,2037
123970,AdG,1896
9455,AdG,1896
650,AdG,1893
81839,AdG,2240
374308,AdG,2037
7262,AdG,1891
3579,AdG,1896
11100,AdG,1891
9455,AdG,1891
55281,AdG,2037
84304,AdG,2240
6890,AdG,1896
6746,AdG,1896
55902,AdG,2037
51011,AdG,1891
1586,AdG,955
6470,AdG,1896
1829,AdG,1893
55833,AdG,2240
56931,AdG,2240
84172,AdG,1896
10308,AdG,955
5241,AdG,955
9990,AdG,1896
147040,AdG,1896
57606,AdG,1891
6687,AdG,1891
56983,AdG,1891
595,AdG,1891
25805,AdG,2037
10274,AdG,2240
5576,AdG,2240
5159,AdG,1891
3202,AdG,1893
953,AdG,1896
55658,AdG,2240
80005,AdG,2037
54981,AdG,2240
140685,AdG,955
51548,AdG,955
90865,AdG,1896
55159,AdG,2240
23082,AdG,1896
51050,AdG,2240
6722,AdG,1891
335,AdG,2240
143872,AdG,955
89941,AdG,1896
201973,AdG,955
146849,AdG,1891
4600,AdG,1891
11000,AdG,1891
152992,AdG,955
286826,AdG,955
6303,AdG,955
91523,AdG,2240
640,AdG,955
7477,AdG,2240
284001,AdG,1896
5147,AdG,1891
2694,AdG,2037
9595,AdG,955
9031,AdG,2240
9263,AdG,1896
55623,AdG,1896
11005,AdG,2240
83758,AdG,2037
11264,AdG,955
1154,AdG,1891
64787,AdG,2240
23636,AdG,1893
53947,AdG,2037
643836,AdG,955
192668,AdG,1896
858,AdG,2037
2665,AdG,2037
10631,AdG,2037
3189,AdG,955
54148,AdG,1896
119504,AdG,1891
55,AdG,1891
51264,AdG,955
5972,AdG,955
10164,AdG,955
10961,AdG,1896
8449,AdG,2240
29842,AdG,1893
11186,AdG,1896
7433,AdG,2240
3205,AdG,2240
84946,AdG,1891
80071,AdG,1896
7849,AdG,1893
3587,AdG,2240
27295,AdG,955
1054,AdG,2240
958,AdG,1891
10534,AdG,1896
270,AdG,2240
8608,AdG,1896
1293,AdG,2037
10049,AdG,1896
3609,AdG,2240
84700,AdG,1896
10723,AdG,2240
205717,AdG,955
254173,AdG,955
6442,AdG,1896
55316,AdG,2240
89891,AdG,1896
9266,AdG,1891
9869,AdG,2240
57727,AdG,1896
6568,AdG,2037
10106,AdG,1891
137797,AdG,2037
2919,AdG,1893
199964,AdG,2240
55716,AdG,1891
3239,AdG,1896
5576,AdG,2037
4316,AdG,1891
126208,AdG,2240
1286,AdG,955
84662,AdG,1896
2064,AdG,1896
58986,AdG,2240
55630,AdG,2240
25816,AdG,1891
64800,AdG,2037
196883,AdG,1896
140823,AdG,1896
4689,AdG,955
51029,AdG,1896
170689,AdG,955
57589,AdG,1896
10591,AdG,1891
90332,AdG,955
200634,AdG,1896
2746,AdG,2037
11015,AdG,1896
8692,AdG,2037
3801,AdG,1896
11004,AdG,2240
8662,AdG,1891
646627,AdG,2037
8322,AdG,1891
126231,AdG,1891
5008,AdG,2240
85014,AdG,955
8562,AdG,1891
1464,AdG,2240
79875,AdG,1896
345079,AdG,2037
10720,AdG,2037
112817,AdG,2240
8021,AdG,1896
2582,AdG,2037
290,AdG,2037
114609,AdG,955
290,AdG,1896
7177,AdG,1893
200916,AdG,1891
79731,AdG,1893
9619,AdG,1893
22990,AdG,2240
8277,AdG,1891
256329,AdG,2240
3142,AdG,1896
35,AdG,955
55069,AdG,1893
79723,AdG,1896
26271,AdG,955
302,AdG,955
5275,AdG,1891
84693,AdG,1896
55278,AdG,955
4680,AdG,2240
29943,AdG,1896
55276,AdG,955
8563,AdG,1893
9620,AdG,2037
257101,AdG,955
4688,AdG,955
10053,AdG,1896
6811,AdG,955
55703,AdG,955
8788,AdG,2037
84689,AdG,955
126295,AdG,1891
11278,AdG,1896
57088,AdG,1891
6692,AdG,2240
2091,AdG,2240
127435,AdG,1891
6398,AdG,1896
55088,AdG,1896
54503,AdG,1891
2719,AdG,955
5023,AdG,1896
10435,AdG,955
4170,AdG,955
6926,AdG,2037
84336,AdG,1896
4016,AdG,2037
3201,AdG,955
996,AdG,2240
91694,AdG,1896
4620,AdG,1893
5937,AdG,1891
51117,AdG,1891
5565,AdG,1891
3708,AdG,1891
80223,AdG,1893
144108,AdG,2240
51455,AdG,1891
60436,AdG,1893
673,AdG,1893
11177,AdG,1896
1466,AdG,2240
84545,AdG,955
118670,AdG,1891
79774,AdG,2240
9540,AdG,2037
85460,AdG,955
136895,AdG,2240
154810,AdG,955
6650,AdG,2240
9124,AdG,955
6588,AdG,1896
100293516,AdG,955
10985,AdG,1896
55110,AdG,955
101,AdG,1891
6757,AdG,2037
4703,AdG,1896
10632,AdG,2240
126393,AdG,2037
11004,AdG,1896
1911,AdG,955
6125,AdG,1893
84274,AdG,955
221927,AdG,955
10544,AdG,1896
8324,AdG,1896
4337,AdG,2037
202,AdG,955
7629,AdG,2240
167838,AdG,1891
151306,AdG,955
23028,AdG,2240
119559,AdG,955
23587,AdG,2240
81786,AdG,1896
255877,AdG,955
280636,AdG,2240
54977,AdG,1896
5689,AdG,2037
4048,AdG,2240
8243,AdG,2240
256979,AdG,2037
7741,AdG,955
8888,AdG,955
112479,AdG,2037
64960,AdG,2037
90407,AdG,2037
650,AdG,1891
51156,AdG,2240
89953,AdG,955
55160,AdG,2240
51176,AdG,2240
92399,AdG,1896
114823,AdG,1896
11112,AdG,1891
80173,AdG,1896
6581,AdG,1896
10658,AdG,1896
6942,AdG,2240
10,AdG,1893
11218,AdG,955
65003,AdG,2240
349136,AdG,955
162427,AdG,1891
10148,AdG,955
10899,AdG,2240
123355,AdG,2240
83942,AdG,2037
10245,AdG,2240
6132,AdG,1891
3654,AdG,1891
90850,AdG,2240
3249,AdG,1896
221823,AdG,2037
283383,AdG,1896
1289,AdG,1891
1510,AdG,1891
6517,AdG,955
6576,AdG,2037
84187,AdG,1896
64342,AdG,2037
222194,AdG,2240
55004,AdG,955
1312,AdG,1891
7913,AdG,1896
6722,AdG,1896
197131,AdG,955
59,AdG,2037
146225,AdG,2240
55701,AdG,1896
6239,AdG,1893
1288,AdG,1896
221468,AdG,955
161753,AdG,1896
64129,AdG,2240
6646,AdG,955
5681,AdG,955
4597,AdG,955
1081,AdG,955
8277,AdG,2037
28972,AdG,2037
63910,AdG,955
10661,AdG,2037
1559,AdG,2240
79442,AdG,955
23670,AdG,2240
7511,AdG,1891
5469,AdG,2240
1962,AdG,2240
283232,AdG,2240
116179,AdG,2037
136051,AdG,2240
10069,AdG,2240
10869,AdG,2240
10742,AdG,2240
3995,AdG,1896
5205,AdG,2037
10412,AdG,1891
10295,AdG,1896
148170,AdG,2240
493,AdG,1891
29775,AdG,1891
160140,AdG,1891
395,AdG,1896
9851,AdG,1896
133874,AdG,955
29843,AdG,1891
339669,AdG,1891
130106,AdG,1896
55343,AdG,1896
962,AdG,955
347273,AdG,1896
126295,AdG,1896
283685,AdG,1891
1291,AdG,1891
1634,AdG,1891
1376,AdG,1891
83715,AdG,2240
836,AdG,955
4121,AdG,2037
9051,AdG,2240
79949,AdG,2037
92714,AdG,955
54887,AdG,1891
4776,AdG,1891
3854,AdG,2240
8031,AdG,2037
90102,AdG,2240
3217,AdG,2037
286530,AdG,955
84282,AdG,1896
64747,AdG,1893
25828,AdG,2240
2923,AdG,1891
9124,AdG,2037
1791,AdG,955
58511,AdG,2240
140578,AdG,1893
23252,AdG,2240
29097,AdG,2240
83938,AdG,1891
5345,AdG,2037
124540,AdG,1891
83877,AdG,1896
83440,AdG,2037
1559,AdG,1893
8323,AdG,1891
26330,AdG,1896
6934,AdG,2240
26986,AdG,1893
114905,AdG,955
81562,AdG,955
91351,AdG,955
140685,AdG,2240
29985,AdG,2240
57610,AdG,1896
2997,AdG,2240
84976,AdG,955
51098,AdG,1891
4634,AdG,1896
7433,AdG,1896
3550,AdG,1891
55277,AdG,955
92591,AdG,955
11079,AdG,1893
6406,AdG,2240
60509,AdG,1896
1847,AdG,1896
22899,AdG,2240
203413,AdG,1891
51806,AdG,2037
6251,AdG,1891
81930,AdG,1891
5919,AdG,2037
3708,AdG,2240
5819,AdG,1896
8748,AdG,1893
116835,AdG,955
10560,AdG,1896
56911,AdG,1896
404281,AdG,955
11214,AdG,2037
10881,AdG,2240
55593,AdG,2240
57724,AdG,2240
339456,AdG,1896
8578,AdG,955
79077,AdG,2240
10713,AdG,955
54541,AdG,1891
10252,AdG,1896
1439,AdG,2240
286410,AdG,1896
145389,AdG,955
150696,AdG,2240
3273,AdG,2037
10555,AdG,1891
4323,AdG,2240
554,AdG,955
130916,AdG,2240
51121,AdG,2037
55281,AdG,2240
8161,AdG,1896
1428,AdG,1896
133482,AdG,2240
161829,AdG,2240
196743,AdG,1891
6239,AdG,2240
1634,AdG,1893
6993,AdG,1893
4313,AdG,2240
6599,AdG,1893
3948,AdG,2240
89970,AdG,1896
4782,AdG,2240
10736,AdG,955
55761,AdG,2240
6097,AdG,955
26873,AdG,1891
27086,AdG,2240
10924,AdG,1891
55872,AdG,2240
26017,AdG,1891
83943,AdG,1896
8972,AdG,2037
6397,AdG,2240
3702,AdG,2037
79979,AdG,955
2049,AdG,1896
256764,AdG,1891
8161,AdG,2240
3965,AdG,955
127435,AdG,955
22931,AdG,1896
10482,AdG,955
112858,AdG,1891
93594,AdG,955
93487,AdG,1896
8086,AdG,2240
2633,AdG,2037
23598,AdG,1896
26521,AdG,2037
118429,AdG,1896
668,AdG,2240
8493,AdG,1891
7127,AdG,955
124446,AdG,955
1950,AdG,1891
79741,AdG,1896
7005,AdG,2037
2528,AdG,1896
125206,AdG,955
55174,AdG,955
8644,AdG,955
689,AdG,1891
5501,AdG,1896
93611,AdG,2240
2217,AdG,1896
5733,AdG,1893
23731,AdG,1891
1043,AdG,1893
174,AdG,2037
221785,AdG,2240
1761,AdG,1893
55069,AdG,955
4736,AdG,955
51361,AdG,2240
3768,AdG,2240
8841,AdG,1896
59271,AdG,1896
55341,AdG,2240
5159,AdG,2240
6876,AdG,1891
255877,AdG,1891
54998,AdG,2240
57703,AdG,1891
11073,AdG,1896
57704,AdG,2240
9639,AdG,2037
9933,AdG,1891
23240,AdG,2037
64747,AdG,955
27145,AdG,2037
56997,AdG,2240
84893,AdG,1896
114770,AdG,1891
6557,AdG,2240
5699,AdG,955
85301,AdG,2240
80162,AdG,2037
1281,AdG,1896
2624,AdG,1891
27145,AdG,1891
2180,AdG,2037
1408,AdG,2240
81932,AdG,2240
54851,AdG,1891
9733,AdG,1891
342527,AdG,1891
11186,AdG,1891
26589,AdG,2037
1528,AdG,2240
79890,AdG,1891
4010,AdG,2037
6799,AdG,1896
3915,AdG,1893
54456,AdG,1896
1603,AdG,2037
2803,AdG,1896
55131,AdG,1896
22974,AdG,1893
23151,AdG,1891
388533,AdG,955
51,AdG,1896
932,AdG,1896
10456,AdG,2240
4837,AdG,1893
58472,AdG,1896
144165,AdG,1896
5927,AdG,1896
57407,AdG,2037
133688,AdG,2037
6514,AdG,2240
55808,AdG,1891
143689,AdG,2240
112752,AdG,2240
1806,AdG,1891
9092,AdG,2240
3665,AdG,1891
5413,AdG,2240
80314,AdG,2240
5737,AdG,955
60436,AdG,1896
644815,AdG,1891
9971,AdG,2037
94240,AdG,2240
2525,AdG,1896
340359,AdG,955
4603,AdG,2240
8864,AdG,1891
3161,AdG,2037
22856,AdG,955
84693,AdG,1891
4285,AdG,1896
