gene_from,relationship,gene_to
995,PTMOD,100310812
156,PTMOD,120787
7478,PTMOD,7855
9254,PTMOD,5523
57118,PTMOD,1385
80326,PTMOD,2535
5566,PTMOD,347468
219437,PTMOD,5567
1232,PTMOD,2868
4303,PTMOD,51701
5593,PTMOD,148327
5934,PTMOD,894
390197,PTMOD,156
126370,PTMOD,157
2697,PTMOD,5594
5566,PTMOD,392309
5523,PTMOD,5502
2178,PTMOD,55215
283297,PTMOD,157
4173,PTMOD,10926
408,PTMOD,390093
3667,PTMOD,4914
157,PTMOD,219870
2475,PTMOD,64798
390152,PTMOD,157
51434,PTMOD,898
572,PTMOD,5599
8517,PTMOD,208
10000,PTMOD,3611
2535,PTMOD,7484
5606,PTMOD,10454
9882,PTMOD,207
5582,PTMOD,6548
408,PTMOD,390151
8767,PTMOD,55072
7855,PTMOD,7473
23118,PTMOD,6416
5332,PTMOD,5592
10000,PTMOD,5522
5583,PTMOD,59341
5260,PTMOD,90673
2261,PTMOD,867
5567,PTMOD,390321
983,PTMOD,25847
5566,PTMOD,390883
246184,PTMOD,5532
5516,PTMOD,782
4690,PTMOD,10298
7157,PTMOD,8550
5566,PTMOD,347169
57521,PTMOD,9821
7137,PTMOD,5520
8536,PTMOD,9586
5207,PTMOD,5566
5609,PTMOD,5600
51256,PTMOD,5563
85366,PTMOD,4636
81469,PTMOD,5566
282770,PTMOD,5566
26735,PTMOD,5568
51422,PTMOD,23417
778,PTMOD,816
59285,PTMOD,5523
51422,PTMOD,3991
79317,PTMOD,408
109,PTMOD,815
51422,PTMOD,57521
7932,PTMOD,157
5525,PTMOD,9254
2353,PTMOD,5566
390059,PTMOD,157
1236,PTMOD,2868
403277,PTMOD,157
6300,PTMOD,9261
91807,PTMOD,10298
219957,PTMOD,157
2890,PTMOD,5566
9133,PTMOD,25847
5139,PTMOD,814
3480,PTMOD,5335
340980,PTMOD,408
5566,PTMOD,390084
5566,PTMOD,26189
148327,PTMOD,5568
7322,PTMOD,4792
441911,PTMOD,409
2309,PTMOD,3276
5595,PTMOD,208
5501,PTMOD,84699
815,PTMOD,93589
5516,PTMOD,286151
283365,PTMOD,5566
5501,PTMOD,6262
441933,PTMOD,408
5568,PTMOD,343563
79660,PTMOD,91860
6714,PTMOD,1630
5494,PTMOD,5609
5501,PTMOD,79054
85366,PTMOD,10298
8986,PTMOD,5603
783,PTMOD,5567
283297,PTMOD,156
403239,PTMOD,157
157,PTMOD,729230
409,PTMOD,392392
1232,PTMOD,2869
26224,PTMOD,1407
817,PTMOD,10488
391192,PTMOD,157
156,PTMOD,119695
144124,PTMOD,408
558,PTMOD,2621
5566,PTMOD,801
5499,PTMOD,5257
2775,PTMOD,5582
156,PTMOD,346517
120793,PTMOD,5567
782,PTMOD,5566
138883,PTMOD,156
5266,PTMOD,207
157,PTMOD,390883
5523,PTMOD,27091
390154,PTMOD,409
408,PTMOD,26341
545,PTMOD,144715
5568,PTMOD,2791
409,PTMOD,391192
156,PTMOD,343173
59283,PTMOD,5527
7248,PTMOD,5571
4991,PTMOD,5567
4690,PTMOD,5063
5601,PTMOD,80824
775,PTMOD,815
156,PTMOD,256892
5567,PTMOD,219429
5566,PTMOD,401666
5566,PTMOD,162998
10498,PTMOD,6300
5578,PTMOD,71
26476,PTMOD,5568
408,PTMOD,120793
5530,PTMOD,4772
25,PTMOD,399694
23586,PTMOD,54941
408,PTMOD,219473
26539,PTMOD,157
2998,PTMOD,5565
5501,PTMOD,2893
5516,PTMOD,59283
409,PTMOD,26737
23216,PTMOD,5571
346525,PTMOD,408
5568,PTMOD,2775
54361,PTMOD,8323
10926,PTMOD,4173
5595,PTMOD,5130
5578,PTMOD,94235
83737,PTMOD,1956
468,PTMOD,8536
390155,PTMOD,157
2175,PTMOD,545
219982,PTMOD,156
390037,PTMOD,157
7932,PTMOD,408
11211,PTMOD,7473
409,PTMOD,219453
5567,PTMOD,786
7932,PTMOD,409
7157,PTMOD,7019
5518,PTMOD,207
51806,PTMOD,5567
8390,PTMOD,408
390321,PTMOD,156
8323,PTMOD,7481
26333,PTMOD,157
64764,PTMOD,57172
2869,PTMOD,1233
2826,PTMOD,2870
5567,PTMOD,442361
2535,PTMOD,89780
5062,PTMOD,85366
157,PTMOD,26188
3643,PTMOD,53358
157,PTMOD,283092
5162,PTMOD,5163
119692,PTMOD,5566
53358,PTMOD,2066
156,PTMOD,26539
5522,PTMOD,783
219958,PTMOD,157
157,PTMOD,401665
144125,PTMOD,409
5566,PTMOD,127077
5516,PTMOD,7137
138882,PTMOD,409
5291,PTMOD,3480
84152,PTMOD,5566
409,PTMOD,26494
31,PTMOD,5562
90993,PTMOD,816
6262,PTMOD,5528
5567,PTMOD,282775
10368,PTMOD,817
343172,PTMOD,409
390066,PTMOD,408
2309,PTMOD,5565
5566,PTMOD,138882
79345,PTMOD,5566
5518,PTMOD,785
204851,PTMOD,7157
6196,PTMOD,5500
59285,PTMOD,5525
409,PTMOD,390038
28227,PTMOD,7137
5567,PTMOD,254879
483,PTMOD,5567
4993,PTMOD,409
545,PTMOD,7157
5161,PTMOD,5163
390083,PTMOD,156
6850,PTMOD,5293
157,PTMOD,4994
121364,PTMOD,5566
3480,PTMOD,868
26664,PTMOD,157
1454,PTMOD,5187
5566,PTMOD,127074
5566,PTMOD,391194
5925,PTMOD,6502
283092,PTMOD,157
4216,PTMOD,5606
409,PTMOD,3579
127077,PTMOD,5568
10110,PTMOD,2308
4040,PTMOD,2932
392376,PTMOD,157
8368,PTMOD,10524
5567,PTMOD,2100
338755,PTMOD,157
1978,PTMOD,64223
156,PTMOD,390648
25847,PTMOD,5533
390061,PTMOD,408
157,PTMOD,125962
5568,PTMOD,5257
673,PTMOD,5568
157,PTMOD,81697
6714,PTMOD,2100
286151,PTMOD,6195
55669,PTMOD,5071
5594,PTMOD,27330
157,PTMOD,119764
5566,PTMOD,2791
10019,PTMOD,4915
8338,PTMOD,699
114799,PTMOD,9126
5565,PTMOD,23417
5588,PTMOD,59341
390538,PTMOD,5568
5534,PTMOD,64682
5599,PTMOD,2355
4082,PTMOD,1020
2065,PTMOD,2064
408,PTMOD,26246
5568,PTMOD,390181
127059,PTMOD,157
207,PTMOD,4000
157,PTMOD,390199
2100,PTMOD,5567
778,PTMOD,817
5777,PTMOD,5595
408,PTMOD,219983
5519,PTMOD,51135
283189,PTMOD,5567
817,PTMOD,783
10000,PTMOD,3551
572,PTMOD,5568
5568,PTMOD,3709
390093,PTMOD,157
5566,PTMOD,673
391112,PTMOD,409
5600,PTMOD,7157
816,PTMOD,783
6093,PTMOD,4659
8325,PTMOD,7482
7158,PTMOD,5347
5520,PTMOD,27092
7855,PTMOD,51384
8678,PTMOD,23604
898,PTMOD,29882
246184,PTMOD,5534
815,PTMOD,84699
2475,PTMOD,253260
143502,PTMOD,409
5602,PTMOD,1844
26291,PTMOD,3630
5499,PTMOD,6197
2998,PTMOD,89801
8323,PTMOD,7477
778,PTMOD,5593
9133,PTMOD,22849
157,PTMOD,284521
81696,PTMOD,157
5567,PTMOD,119764
5567,PTMOD,403282
